x            y_obs        weight       y_calc       y_bkg        
136.0        16.0         0.0625       21.543       21.524       
136.02       12.0         0.08333      21.549       21.53        
136.04       10.0         0.1          21.555       21.536       
136.06       10.0         0.1          21.561       21.542       
136.08       16.0         0.0625       21.567       21.548       
136.1        9.0          0.11111      21.573       21.554       
136.12       10.0         0.1          21.579       21.56        
136.14       9.0          0.11111      21.585       21.566       
136.16       12.0         0.08333      21.591       21.571       
136.18       12.0         0.08333      21.597       21.577       
136.2        12.0         0.08333      21.602       21.583       
136.22       12.0         0.08333      21.608       21.589       
136.24       13.0         0.07692      21.614       21.595       
136.26       12.0         0.08333      21.62        21.6         
136.28       16.0         0.0625       21.626       21.606       
136.3        12.0         0.08333      21.632       21.612       
136.32       21.0         0.04762      21.637       21.617       
136.34       10.0         0.1          21.643       21.623       
136.36       12.0         0.08333      21.649       21.629       
136.38       17.0         0.05882      21.655       21.634       
136.4        7.0          0.14286      21.66        21.64        
136.42       19.0         0.05263      21.666       21.646       
136.44       16.0         0.0625       21.672       21.651       
136.46       17.0         0.05882      21.678       21.657       
136.48       22.0         0.04545      21.683       21.663       
136.5        10.0         0.1          21.689       21.668       
136.52       13.0         0.07692      21.695       21.674       
136.54       19.0         0.05263      21.7         21.679       
136.56       15.0         0.06667      21.706       21.685       
136.58       22.0         0.04545      21.712       21.69        
136.6        16.0         0.0625       21.717       21.696       
136.62       16.0         0.0625       21.723       21.701       
136.64       12.0         0.08333      21.729       21.707       
136.66       13.0         0.07692      21.734       21.712       
136.68       16.0         0.0625       21.74        21.718       
136.7        16.0         0.0625       21.746       21.723       
136.72       12.0         0.08333      21.751       21.728       
136.74       17.0         0.05882      21.757       21.734       
136.76       13.0         0.07692      21.762       21.739       
136.78       24.0         0.04167      21.768       21.745       
136.8        12.0         0.08333      21.774       21.75        
136.82       9.0          0.11111      21.779       21.755       
136.84       23.0         0.04348      21.785       21.761       
136.86       12.0         0.08333      21.79        21.766       
136.88       24.0         0.04167      21.796       21.771       
136.9        13.0         0.07692      21.802       21.776       
136.92       16.0         0.0625       21.807       21.782       
136.94       17.0         0.05882      21.813       21.787       
136.96       13.0         0.07692      21.818       21.792       
136.98       16.0         0.0625       21.824       21.797       
137.0        15.0         0.06667      21.829       21.803       
137.02       12.0         0.08333      21.835       21.808       
137.04       20.0         0.05         21.84        21.813       
137.06       24.0         0.04167      21.846       21.818       
137.08       23.0         0.04348      21.851       21.823       
137.1        16.0         0.0625       21.857       21.828       
137.12       20.0         0.05         21.862       21.833       
137.14       22.0         0.04545      21.868       21.838       
137.16       22.0         0.04545      21.874       21.844       
137.18       16.0         0.0625       21.879       21.849       
137.2        22.0         0.04545      21.885       21.854       
137.22       10.0         0.1          21.89        21.859       
137.24       21.0         0.04762      21.896       21.864       
137.26       21.0         0.04762      21.901       21.869       
137.28       15.0         0.06667      21.907       21.874       
137.3        22.0         0.04545      21.912       21.879       
137.32       10.0         0.1          21.918       21.883       
137.34       21.0         0.04762      21.924       21.888       
137.36       19.0         0.05263      21.929       21.893       
137.38       12.0         0.08333      21.935       21.898       
137.4        12.0         0.08333      21.941       21.903       
137.42       26.0         0.03846      21.946       21.908       
137.44       21.0         0.04762      21.952       21.913       
137.46       13.0         0.07692      21.958       21.918       
137.48       24.0         0.04167      21.963       21.922       
137.5        22.0         0.04545      21.969       21.927       
137.52       13.0         0.07692      21.975       21.932       
137.54       21.0         0.04762      21.981       21.937       
137.56       10.0         0.1          21.987       21.941       
137.58       19.0         0.05263      21.993       21.946       
137.6        19.0         0.05263      21.999       21.951       
137.62       16.0         0.0625       22.005       21.955       
137.64       24.0         0.04167      22.011       21.96        
137.66       24.0         0.04167      22.017       21.965       
137.68       25.0         0.04         22.023       21.969       
137.7        23.0         0.04348      22.029       21.974       
137.72       10.0         0.1          22.036       21.979       
137.74       17.0         0.05882      22.042       21.983       
137.76       16.0         0.0625       22.049       21.988       
137.78       15.0         0.06667      22.055       21.992       
137.8        19.0         0.05263      22.062       21.997       
137.82       16.0         0.0625       22.069       22.001       
137.84       22.0         0.04545      22.076       22.006       
137.86       21.0         0.04762      22.083       22.01        
137.88       13.0         0.07692      22.091       22.015       
137.9        25.0         0.04         22.098       22.019       
137.92       31.0         0.03226      22.106       22.024       
137.94       20.0         0.05         22.114       22.028       
137.96       16.0         0.0625       22.122       22.032       
137.98       17.0         0.05882      22.131       22.037       
138.0        21.0         0.04762      22.14        22.041       
138.02       19.0         0.05263      22.149       22.046       
138.04       24.0         0.04167      22.158       22.05        
138.06       24.0         0.04167      22.169       22.054       
138.08       29.0         0.03448      22.179       22.058       
138.1        15.0         0.06667      22.19        22.063       
138.12       25.0         0.04         22.202       22.067       
138.14       23.0         0.04348      22.214       22.071       
138.16       32.0         0.03125      22.228       22.075       
138.18       20.0         0.05         22.242       22.08        
138.2        25.0         0.04         22.257       22.084       
138.22       28.0         0.03571      22.274       22.088       
138.24       24.0         0.04167      22.292       22.092       
138.26       20.0         0.05         22.312       22.096       
138.28       26.0         0.03846      22.334       22.1         
138.3        30.0         0.03333      22.358       22.104       
138.32       26.0         0.03846      22.385       22.108       
138.34       33.0         0.0303       22.416       22.113       
138.36       23.0         0.04348      22.45        22.117       
138.38       23.0         0.04348      22.49        22.121       
138.4        16.0         0.0625       22.537       22.125       
138.42       30.0         0.03333      22.592       22.129       
138.44       24.0         0.04167      22.659       22.133       
138.46       21.0         0.04762      22.74        22.136       
138.48       23.0         0.04348      22.842       22.14        
138.5        26.0         0.03846      22.971       22.144       
138.52       38.0         0.02632      23.135       22.148       
138.54       32.0         0.03125      23.343       22.152       
138.56       28.0         0.03571      23.605       22.156       
138.58       38.0         0.02632      23.933       22.16        
138.6        37.0         0.02703      24.331       22.164       
138.62       36.0         0.02778      24.799       22.167       
138.64       23.0         0.04348      25.322       22.171       
138.66       28.0         0.03571      25.86        22.175       
138.68       25.0         0.04         26.329       22.179       
138.7        38.0         0.02632      26.621       22.182       
138.72       38.0         0.02632      26.647       22.186       
138.74       32.0         0.03125      26.4         22.19        
138.76       34.0         0.02941      25.96        22.193       
138.78       27.0         0.03704      25.438       22.197       
138.8        38.0         0.02632      24.92        22.201       
138.82       30.0         0.03333      24.453       22.204       
138.84       32.0         0.03125      24.057       22.208       
138.86       30.0         0.03333      23.732       22.212       
138.88       43.0         0.02326      23.473       22.215       
138.9        36.0         0.02778      23.27        22.219       
138.92       28.0         0.03571      23.113       22.222       
138.94       32.0         0.03125      22.994       22.226       
138.96       31.0         0.03226      22.902       22.229       
138.98       30.0         0.03333      22.833       22.233       
139.0        38.0         0.02632      22.779       22.236       
139.02       27.0         0.03704      22.739       22.239       
139.04       34.0         0.02941      22.708       22.243       
139.06       34.0         0.02941      22.686       22.246       
139.08       36.0         0.02778      22.67        22.25        
139.1        28.0         0.03571      22.661       22.253       
139.12       27.0         0.03704      22.657       22.256       
139.14       34.0         0.02941      22.659       22.26        
139.16       36.0         0.02778      22.666       22.263       
139.18       42.0         0.02381      22.681       22.266       
139.2        28.0         0.03571      22.703       22.269       
139.22       31.0         0.03226      22.735       22.273       
139.24       29.0         0.03448      22.779       22.276       
139.26       24.0         0.04167      22.839       22.279       
139.28       36.0         0.02778      22.919       22.282       
139.3        40.0         0.025        23.023       22.285       
139.32       25.0         0.04         23.157       22.288       
139.34       30.0         0.03333      23.324       22.292       
139.36       32.0         0.03125      23.529       22.295       
139.38       28.0         0.03571      23.767       22.298       
139.4        25.0         0.04         24.03        22.301       
139.42       39.0         0.02564      24.289       22.304       
139.44       26.0         0.03846      24.5         22.307       
139.46       28.0         0.03571      24.607       22.31        
139.48       32.0         0.03125      24.575       22.313       
139.5        24.0         0.04167      24.415       22.316       
139.52       31.0         0.03226      24.175       22.319       
139.54       22.0         0.04545      23.908       22.322       
139.56       27.0         0.03704      23.651       22.325       
139.58       27.0         0.03704      23.425       22.327       
139.6        29.0         0.03448      23.234       22.33        
139.62       27.0         0.03704      23.079       22.333       
139.64       28.0         0.03571      22.955       22.336       
139.66       28.0         0.03571      22.858       22.339       
139.68       22.0         0.04545      22.783       22.342       
139.7        21.0         0.04762      22.724       22.344       
139.72       27.0         0.03704      22.678       22.347       
139.74       26.0         0.03846      22.642       22.35        
139.76       32.0         0.03125      22.614       22.352       
139.78       34.0         0.02941      22.59        22.355       
139.8        23.0         0.04348      22.572       22.358       
139.82       28.0         0.03571      22.556       22.36        
139.84       20.0         0.05         22.543       22.363       
139.86       28.0         0.03571      22.532       22.366       
139.88       32.0         0.03125      22.522       22.368       
139.9        22.0         0.04545      22.514       22.371       
139.92       27.0         0.03704      22.507       22.373       
139.94       23.0         0.04348      22.502       22.376       
139.96       32.0         0.03125      22.497       22.378       
139.98       31.0         0.03226      22.492       22.381       
140.0        17.0         0.05882      22.489       22.383       
140.02       28.0         0.03571      22.486       22.386       
140.04       27.0         0.03704      22.483       22.388       
140.06       24.0         0.04167      22.481       22.391       
140.08       20.0         0.05         22.48        22.393       
140.1        26.0         0.03846      22.478       22.395       
140.12       32.0         0.03125      22.477       22.398       
140.14       30.0         0.03333      22.476       22.4         
140.16       19.0         0.05263      22.476       22.402       
140.18       29.0         0.03448      22.475       22.404       
140.2        31.0         0.03226      22.475       22.407       
140.22       25.0         0.04         22.475       22.409       
140.24       27.0         0.03704      22.475       22.411       
140.26       25.0         0.04         22.475       22.413       
140.28       24.0         0.04167      22.475       22.415       
140.3        21.0         0.04762      22.476       22.418       
140.32       22.0         0.04545      22.476       22.42        
140.34       27.0         0.03704      22.477       22.422       
140.36       32.0         0.03125      22.478       22.424       
140.38       19.0         0.05263      22.478       22.426       
140.4        28.0         0.03571      22.479       22.428       
140.42       20.0         0.05         22.48        22.43        
140.44       24.0         0.04167      22.481       22.432       
140.46       25.0         0.04         22.482       22.434       
140.48       19.0         0.05263      22.483       22.436       
140.5        29.0         0.03448      22.484       22.438       
140.52       29.0         0.03448      22.485       22.44        
140.54       24.0         0.04167      22.486       22.442       
140.56       27.0         0.03704      22.487       22.444       
140.58       25.0         0.04         22.488       22.446       
140.6        28.0         0.03571      22.489       22.447       
140.62       23.0         0.04348      22.491       22.449       
140.64       16.0         0.0625       22.492       22.451       
140.66       13.0         0.07692      22.493       22.453       
140.68       26.0         0.03846      22.494       22.454       
140.7        26.0         0.03846      22.496       22.456       
140.72       32.0         0.03125      22.497       22.458       
140.74       38.0         0.02632      22.498       22.46        
140.76       21.0         0.04762      22.499       22.461       
140.78       27.0         0.03704      22.501       22.463       
140.8        30.0         0.03333      22.502       22.465       
140.82       16.0         0.0625       22.503       22.466       
140.84       24.0         0.04167      22.504       22.468       
140.86       23.0         0.04348      22.506       22.469       
140.88       24.0         0.04167      22.507       22.471       
140.9        32.0         0.03125      22.508       22.472       
140.92       24.0         0.04167      22.51        22.474       
140.94       26.0         0.03846      22.511       22.475       
140.96       20.0         0.05         22.512       22.477       
140.98       21.0         0.04762      22.514       22.478       
141.0        22.0         0.04545      22.515       22.48        
141.02       29.0         0.03448      22.516       22.481       
141.04       26.0         0.03846      22.517       22.482       
141.06       26.0         0.03846      22.519       22.484       
141.08       25.0         0.04         22.52        22.485       
141.1        22.0         0.04545      22.521       22.486       
141.12       22.0         0.04545      22.522       22.488       
141.14       24.0         0.04167      22.524       22.489       
141.16       33.0         0.0303       22.525       22.49        
141.18       23.0         0.04348      22.526       22.491       
141.2        23.0         0.04348      22.527       22.492       
141.22       23.0         0.04348      22.529       22.494       
141.24       32.0         0.03125      22.53        22.495       
141.26       31.0         0.03226      22.531       22.496       
141.28       21.0         0.04762      22.532       22.497       
141.3        20.0         0.05         22.533       22.498       
141.32       28.0         0.03571      22.535       22.499       
141.34       24.0         0.04167      22.536       22.5         
141.36       22.0         0.04545      22.537       22.501       
141.38       21.0         0.04762      22.538       22.502       
141.4        15.0         0.06667      22.539       22.503       
141.42       29.0         0.03448      22.541       22.504       
141.44       28.0         0.03571      22.542       22.505       
141.46       26.0         0.03846      22.543       22.506       
141.48       34.0         0.02941      22.544       22.507       
141.5        26.0         0.03846      22.545       22.508       
141.52       26.0         0.03846      22.546       22.509       
141.54       36.0         0.02778      22.548       22.509       
141.56       27.0         0.03704      22.549       22.51        
141.58       26.0         0.03846      22.55        22.511       
141.6        32.0         0.03125      22.551       22.512       
141.62       19.0         0.05263      22.552       22.513       
141.64       22.0         0.04545      22.553       22.513       
141.66       25.0         0.04         22.554       22.514       
141.68       30.0         0.03333      22.556       22.515       
141.7        28.0         0.03571      22.557       22.515       
141.72       24.0         0.04167      22.558       22.516       
141.74       28.0         0.03571      22.559       22.516       
141.76       29.0         0.03448      22.56        22.517       
141.78       29.0         0.03448      22.561       22.518       
141.8        29.0         0.03448      22.562       22.518       
141.82       27.0         0.03704      22.564       22.519       
141.84       38.0         0.02632      22.565       22.519       
141.86       24.0         0.04167      22.566       22.52        
141.88       24.0         0.04167      22.567       22.52        
141.9        32.0         0.03125      22.568       22.52        
141.92       23.0         0.04348      22.57        22.521       
141.94       23.0         0.04348      22.571       22.521       
141.96       32.0         0.03125      22.572       22.522       
141.98       27.0         0.03704      22.573       22.522       
142.0        42.0         0.02381      22.575       22.522       
142.02       30.0         0.03333      22.576       22.523       
142.04       32.0         0.03125      22.577       22.523       
142.06       33.0         0.0303       22.579       22.523       
142.08       37.0         0.02703      22.58        22.523       
142.1        36.0         0.02778      22.582       22.524       
142.12       34.0         0.02941      22.583       22.524       
142.14       31.0         0.03226      22.585       22.524       
142.16       33.0         0.0303       22.586       22.524       
142.18       40.0         0.025        22.588       22.524       
142.2        37.0         0.02703      22.59        22.524       
142.22       32.0         0.03125      22.592       22.524       
142.24       32.0         0.03125      22.593       22.524       
142.26       38.0         0.02632      22.595       22.524       
142.28       38.0         0.02632      22.597       22.524       
142.3        38.0         0.02632      22.6         22.524       
142.32       34.0         0.02941      22.602       22.524       
142.34       38.0         0.02632      22.604       22.524       
142.36       32.0         0.03125      22.607       22.524       
142.38       32.0         0.03125      22.609       22.524       
142.4        43.0         0.02326      22.612       22.524       
142.42       43.0         0.02326      22.615       22.524       
142.44       39.0         0.02564      22.618       22.524       
142.46       36.0         0.02778      22.621       22.523       
142.48       40.0         0.025        22.624       22.523       
142.5        36.0         0.02778      22.628       22.523       
142.52       42.0         0.02381      22.632       22.523       
142.54       47.0         0.02128      22.636       22.522       
142.56       38.0         0.02632      22.641       22.522       
142.58       39.0         0.02564      22.646       22.522       
142.6        42.0         0.02381      22.651       22.521       
142.62       49.0         0.02041      22.657       22.521       
142.64       34.0         0.02941      22.663       22.521       
142.66       44.0         0.02273      22.67        22.52        
142.68       43.0         0.02326      22.677       22.52        
142.7        51.0         0.01961      22.685       22.519       
142.72       50.0         0.02         22.694       22.519       
142.74       59.0         0.01695      22.704       22.518       
142.76       34.0         0.02941      22.714       22.518       
142.78       53.0         0.01887      22.726       22.517       
142.8        38.0         0.02632      22.739       22.516       
142.82       46.0         0.02174      22.754       22.516       
142.84       49.0         0.02041      22.77        22.515       
142.86       43.0         0.02326      22.789       22.515       
142.88       50.0         0.02         22.81        22.514       
142.9        56.0         0.01786      22.833       22.513       
142.92       47.0         0.02128      22.86        22.512       
142.94       47.0         0.02128      22.892       22.512       
142.96       47.0         0.02128      22.928       22.511       
142.98       53.0         0.01887      22.971       22.51        
143.0        49.0         0.02041      23.022       22.509       
143.02       50.0         0.02         23.084       22.509       
143.04       44.0         0.02273      23.159       22.508       
143.06       59.0         0.01695      23.252       22.507       
143.08       59.0         0.01695      23.368       22.506       
143.1        49.0         0.02041      23.512       22.505       
143.12       59.0         0.01695      23.691       22.504       
143.14       62.0         0.01613      23.912       22.503       
143.16       46.0         0.02174      24.181       22.502       
143.18       59.0         0.01695      24.504       22.501       
143.2        57.0         0.01754      24.883       22.5         
143.22       73.0         0.0137       25.313       22.499       
143.24       68.0         0.01471      25.774       22.498       
143.26       56.0         0.01786      26.231       22.497       
143.28       68.0         0.01471      26.62        22.496       
143.3        65.0         0.01538      26.864       22.494       
143.32       47.0         0.02128      26.904       22.493       
143.34       65.0         0.01538      26.729       22.492       
143.36       64.0         0.01562      26.384       22.491       
143.38       62.0         0.01613      25.945       22.49        
143.4        46.0         0.02174      25.482       22.488       
143.42       65.0         0.01538      25.04        22.487       
143.44       62.0         0.01613      24.645       22.486       
143.46       51.0         0.01961      24.305       22.484       
143.48       86.0         0.01163      24.02        22.483       
143.5        65.0         0.01538      23.785       22.482       
143.52       68.0         0.01471      23.595       22.48        
143.54       73.0         0.0137       23.443       22.479       
143.56       59.0         0.01695      23.322       22.477       
143.58       70.0         0.01429      23.226       22.476       
143.6        57.0         0.01754      23.15        22.474       
143.62       65.0         0.01538      23.089       22.473       
143.64       77.0         0.01299      23.04        22.471       
143.66       56.0         0.01786      23.001       22.47        
143.68       67.0         0.01493      22.969       22.468       
143.7        59.0         0.01695      22.944       22.467       
143.72       64.0         0.01562      22.925       22.465       
143.74       75.0         0.01333      22.911       22.463       
143.76       56.0         0.01786      22.901       22.462       
143.78       42.0         0.02381      22.895       22.46        
143.8        57.0         0.01754      22.894       22.458       
143.82       47.0         0.02128      22.897       22.456       
143.84       56.0         0.01786      22.906       22.455       
143.86       67.0         0.01493      22.92        22.453       
143.88       47.0         0.02128      22.94        22.451       
143.9        57.0         0.01754      22.97        22.449       
143.92       57.0         0.01754      23.009       22.447       
143.94       59.0         0.01695      23.061       22.445       
143.96       65.0         0.01538      23.128       22.444       
143.98       56.0         0.01786      23.214       22.442       
144.0        57.0         0.01754      23.322       22.44        
144.02       64.0         0.01562      23.456       22.438       
144.04       56.0         0.01786      23.617       22.436       
144.06       60.0         0.01667      23.806       22.434       
144.08       53.0         0.01887      24.021       22.432       
144.1        56.0         0.01786      24.25        22.43        
144.12       59.0         0.01695      24.473       22.427       
144.14       49.0         0.02041      24.658       22.425       
144.16       72.0         0.01389      24.765       22.423       
144.18       73.0         0.0137       24.768       22.421       
144.2        56.0         0.01786      24.665       22.419       
144.22       51.0         0.01961      24.484       22.417       
144.24       53.0         0.01887      24.261       22.414       
144.26       62.0         0.01613      24.031       22.412       
144.28       62.0         0.01613      23.815       22.41        
144.3        59.0         0.01695      23.624       22.408       
144.32       67.0         0.01493      23.462       22.405       
144.34       70.0         0.01429      23.327       22.403       
144.36       59.0         0.01695      23.218       22.401       
144.38       65.0         0.01538      23.132       22.398       
144.4        62.0         0.01613      23.066       22.396       
144.42       59.0         0.01695      23.015       22.393       
144.44       53.0         0.01887      22.978       22.391       
144.46       70.0         0.01429      22.952       22.388       
144.48       51.0         0.01961      22.935       22.386       
144.5        46.0         0.02174      22.926       22.383       
144.52       54.0         0.01852      22.924       22.381       
144.54       56.0         0.01786      22.929       22.378       
144.56       59.0         0.01695      22.94        22.376       
144.58       47.0         0.02128      22.958       22.373       
144.6        57.0         0.01754      22.984       22.37        
144.62       53.0         0.01887      23.018       22.368       
144.64       65.0         0.01538      23.063       22.365       
144.66       53.0         0.01887      23.12        22.362       
144.68       53.0         0.01887      23.193       22.36        
144.7        65.0         0.01538      23.285       22.357       
144.72       46.0         0.02174      23.402       22.354       
144.74       44.0         0.02273      23.548       22.351       
144.76       43.0         0.02326      23.731       22.349       
144.78       44.0         0.02273      23.956       22.346       
144.8        53.0         0.01887      24.23        22.343       
144.82       50.0         0.02         24.557       22.34        
144.84       43.0         0.02326      24.94        22.337       
144.86       53.0         0.01887      25.374       22.334       
144.88       51.0         0.01961      25.843       22.331       
144.9        56.0         0.01786      26.315       22.328       
144.92       51.0         0.01961      26.737       22.325       
144.94       50.0         0.02         27.035       22.322       
144.96       42.0         0.02381      27.145       22.319       
144.98       49.0         0.02041      27.039       22.316       
145.0        56.0         0.01786      26.742       22.313       
145.02       49.0         0.02041      26.318       22.31        
145.04       47.0         0.02128      25.839       22.307       
145.06       53.0         0.01887      25.361       22.304       
145.08       54.0         0.01852      24.916       22.3         
145.1        46.0         0.02174      24.522       22.297       
145.12       60.0         0.01667      24.184       22.294       
145.14       50.0         0.02         23.898       22.291       
145.16       43.0         0.02326      23.662       22.288       
145.18       43.0         0.02326      23.469       22.284       
145.2        42.0         0.02381      23.312       22.281       
145.22       54.0         0.01852      23.184       22.278       
145.24       38.0         0.02632      23.081       22.274       
145.26       53.0         0.01887      22.998       22.271       
145.28       50.0         0.02         22.93        22.268       
145.3        43.0         0.02326      22.874       22.264       
145.32       44.0         0.02273      22.828       22.261       
145.34       37.0         0.02703      22.79        22.257       
145.36       36.0         0.02778      22.758       22.254       
145.38       38.0         0.02632      22.732       22.25        
145.4        38.0         0.02632      22.712       22.247       
145.42       39.0         0.02564      22.695       22.243       
145.44       36.0         0.02778      22.683       22.24        
145.46       50.0         0.02         22.676       22.236       
145.48       39.0         0.02564      22.672       22.232       
145.5        42.0         0.02381      22.673       22.229       
145.52       43.0         0.02326      22.679       22.225       
145.54       36.0         0.02778      22.691       22.221       
145.56       39.0         0.02564      22.71        22.218       
145.58       38.0         0.02632      22.737       22.214       
145.6        38.0         0.02632      22.774       22.21        
145.62       42.0         0.02381      22.824       22.206       
145.64       28.0         0.03571      22.889       22.203       
145.66       33.0         0.0303       22.973       22.199       
145.68       28.0         0.03571      23.078       22.195       
145.7        32.0         0.03125      23.208       22.191       
145.72       42.0         0.02381      23.364       22.187       
145.74       33.0         0.0303       23.549       22.183       
145.76       32.0         0.03125      23.759       22.179       
145.78       47.0         0.02128      23.988       22.175       
145.8        32.0         0.03125      24.218       22.171       
145.82       33.0         0.0303       24.423       22.168       
145.84       32.0         0.03125      24.567       22.164       
145.86       32.0         0.03125      24.617       22.159       
145.88       25.0         0.04         24.559       22.155       
145.9        25.0         0.04         24.405       22.151       
145.92       50.0         0.02         24.188       22.147       
145.94       32.0         0.03125      23.943       22.143       
145.96       28.0         0.03571      23.698       22.139       
145.98       37.0         0.02703      23.47        22.135       
146.0        21.0         0.04762      23.267       22.131       
146.02       32.0         0.03125      23.092       22.126       
146.04       33.0         0.0303       22.944       22.122       
146.06       17.0         0.05882      22.82        22.118       
146.08       38.0         0.02632      22.717       22.114       
146.1        33.0         0.0303       22.633       22.109       
146.12       38.0         0.02632      22.563       22.105       
146.14       42.0         0.02381      22.505       22.101       
146.16       29.0         0.03448      22.457       22.096       
146.18       33.0         0.0303       22.417       22.092       
146.2        27.0         0.03704      22.382       22.088       
146.22       24.0         0.04167      22.352       22.083       
146.24       33.0         0.0303       22.325       22.079       
146.26       29.0         0.03448      22.302       22.074       
146.28       36.0         0.02778      22.281       22.07        
146.3        38.0         0.02632      22.262       22.065       
146.32       29.0         0.03448      22.244       22.061       
146.34       29.0         0.03448      22.228       22.056       
146.36       32.0         0.03125      22.213       22.052       
146.38       32.0         0.03125      22.199       22.047       
146.4        25.0         0.04         22.186       22.043       
146.42       24.0         0.04167      22.173       22.038       
146.44       24.0         0.04167      22.162       22.033       
146.46       28.0         0.03571      22.15        22.029       
146.48       17.0         0.05882      22.14        22.024       
146.5        32.0         0.03125      22.13        22.019       
146.52       32.0         0.03125      22.12        22.015       
146.54       17.0         0.05882      22.111       22.01        
146.56       29.0         0.03448      22.101       22.005       
146.58       30.0         0.03333      22.093       22.0         
146.6        17.0         0.05882      22.084       21.995       
146.62       16.0         0.0625       22.076       21.991       
146.64       26.0         0.03846      22.068       21.986       
146.66       23.0         0.04348      22.06        21.981       
146.68       26.0         0.03846      22.052       21.976       
146.7        27.0         0.03704      22.044       21.971       
146.72       32.0         0.03125      22.037       21.966       
146.74       29.0         0.03448      22.03        21.961       
146.76       29.0         0.03448      22.022       21.956       
146.78       22.0         0.04545      22.015       21.951       
146.8        26.0         0.03846      22.008       21.946       
146.82       19.0         0.05263      22.001       21.941       
146.84       19.0         0.05263      21.994       21.936       
146.86       16.0         0.0625       21.988       21.931       
146.88       20.0         0.05         21.981       21.926       
146.9        25.0         0.04         21.974       21.921       
146.92       25.0         0.04         21.968       21.916       
146.94       24.0         0.04167      21.961       21.91        
146.96       32.0         0.03125      21.955       21.905       
146.98       30.0         0.03333      21.948       21.9         
147.0        31.0         0.03226      21.942       21.895       
147.02       23.0         0.04348      21.935       21.89        
147.04       20.0         0.05         21.929       21.884       
147.06       25.0         0.04         21.922       21.879       
147.08       22.0         0.04545      21.916       21.874       
147.1        21.0         0.04762      21.91        21.869       
147.12       30.0         0.03333      21.903       21.863       
147.14       23.0         0.04348      21.897       21.858       
147.16       23.0         0.04348      21.891       21.852       
147.18       20.0         0.05         21.885       21.847       
147.2        24.0         0.04167      21.878       21.842       
147.22       17.0         0.05882      21.872       21.836       
147.24       15.0         0.06667      21.866       21.831       
147.26       26.0         0.03846      21.86        21.825       
147.28       24.0         0.04167      21.854       21.82        
147.3        21.0         0.04762      21.847       21.814       
147.32       19.0         0.05263      21.841       21.809       
147.34       16.0         0.0625       21.835       21.803       
147.36       20.0         0.05         21.829       21.798       
147.38       23.0         0.04348      21.823       21.792       
147.4        21.0         0.04762      21.816       21.787       
147.42       25.0         0.04         21.81        21.781       
147.44       25.0         0.04         21.804       21.775       
147.46       12.0         0.08333      21.798       21.77        
147.48       26.0         0.03846      21.792       21.764       
147.5        16.0         0.0625       21.786       21.758       
147.52       17.0         0.05882      21.779       21.752       
147.54       20.0         0.05         21.773       21.747       
147.56       22.0         0.04545      21.767       21.741       
147.58       24.0         0.04167      21.761       21.735       
147.6        15.0         0.06667      21.754       21.729       
147.62       27.0         0.03704      21.748       21.724       
147.64       19.0         0.05263      21.742       21.718       
147.66       15.0         0.06667      21.736       21.712       
147.68       17.0         0.05882      21.73        21.706       
147.7        15.0         0.06667      21.723       21.7         
147.72       16.0         0.0625       21.717       21.694       
147.74       16.0         0.0625       21.711       21.688       
147.76       16.0         0.0625       21.704       21.682       
147.78       13.0         0.07692      21.698       21.676       
147.8        32.0         0.03125      21.692       21.671       
147.82       15.0         0.06667      21.686       21.665       
147.84       16.0         0.0625       21.679       21.659       
147.86       22.0         0.04545      21.673       21.652       
147.88       16.0         0.0625       21.667       21.646       
147.9        23.0         0.04348      21.66        21.64        
147.92       16.0         0.0625       21.654       21.634       
147.94       20.0         0.05         21.647       21.628       
147.96       22.0         0.04545      21.641       21.622       
147.98       16.0         0.0625       21.635       21.616       
148.0        21.0         0.04762      21.628       21.61        
148.02       16.0         0.0625       21.622       21.604       
148.04       21.0         0.04762      21.615       21.597       
148.06       21.0         0.04762      21.609       21.591       
148.08       19.0         0.05263      21.602       21.585       
148.1        16.0         0.0625       21.596       21.579       
148.12       24.0         0.04167      21.59        21.573       
148.14       27.0         0.03704      21.583       21.566       
148.16       16.0         0.0625       21.577       21.56        
148.18       16.0         0.0625       21.57        21.554       
148.2        19.0         0.05263      21.563       21.547       
148.22       16.0         0.0625       21.557       21.541       
148.24       22.0         0.04545      21.55        21.535       
148.26       16.0         0.0625       21.544       21.528       
148.28       20.0         0.05         21.537       21.522       
148.3        13.0         0.07692      21.531       21.515       
148.32       16.0         0.0625       21.524       21.509       
148.34       12.0         0.08333      21.517       21.503       
148.36       12.0         0.08333      21.511       21.496       
148.38       20.0         0.05         21.504       21.49        
148.4        17.0         0.05882      21.497       21.483       
148.42       21.0         0.04762      21.491       21.477       
148.44       22.0         0.04545      21.484       21.47        
148.46       12.0         0.08333      21.477       21.464       
148.48       28.0         0.03571      21.471       21.457       
148.5        13.0         0.07692      21.464       21.45        
148.52       16.0         0.0625       21.457       21.444       
148.54       13.0         0.07692      21.45        21.437       
148.56       21.0         0.04762      21.444       21.431       
148.58       17.0         0.05882      21.437       21.424       
148.6        16.0         0.0625       21.43        21.417       
148.62       12.0         0.08333      21.423       21.411       
148.64       12.0         0.08333      21.416       21.404       
148.66       20.0         0.05         21.41        21.397       
148.68       15.0         0.06667      21.403       21.391       
148.7        12.0         0.08333      21.396       21.384       
148.72       17.0         0.05882      21.389       21.377       
148.74       19.0         0.05263      21.382       21.37        
